序號,標題,地址,價格,價格單位,房屋類型,格局,坪數,樓層,連結,抓取時間,可住人數,身份要求,緯度,經度,設施,冰箱,洗衣機,電視,冷氣,熱水器,床,衣櫃,第四台,網路WiFi,天然瓦斯,沙發,桌椅,陽台,電梯,車位,浴缸
5566,捷運後山埤站/五分埔商圈/屋齡新高樓新裝潢景觀美3房,南港區-永吉路553巷,180000,元/月,整棟出租,3房2廳,76.1坪,23F/23F,https://rent.591.com.tw/21601141,2026-07-18 00:00:06,3人,學生、上班族、家庭,25.0451540,121.5809320,冷氣、熱水器、衣櫃、天然瓦斯、陽台、電梯、車位,無,無,無,有,有,無,有,無,無,有,無,無,有,有,有,
5567,捷運後山埤站/五分埔商圈/屋齡新高樓新裝潢景觀美3房,南港區-永吉路553巷,180000,元/月,整棟出租,3房2廳,76.1坪,23F/23F,https://rent.591.com.tw/21601112,2026-07-18 00:00:06,3人,學生、上班族、家庭,25.0451540,121.5809320,冷氣、熱水器、衣櫃、天然瓦斯、陽台、電梯、車位,無,無,無,有,有,無,有,無,無,有,無,無,有,有,有,
5568,捷運大橋頭站旁獨立陽台套房3C-獨洗獨曬,大同區-延平北路四段,12000,元/月,共用套房,,6坪,3F/4F,https://rent.591.com.tw/21601084,2026-07-18 00:00:06,2人,學生、上班族,25.0691550,121.5107880,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、桌椅、陽台,有,有,有,有,有,有,有,有,有,無,無,有,有,無,無,
5569,雙連站旁*新近落成*三面採光獨洗_垃圾代處理_含熱水,大同區-雙連街,18000,元/月,共用套房,,4坪,2F/4F,https://rent.591.com.tw/21612235,2026-07-18 00:00:06,2人,上班族,25.0581510,121.5190110,冰箱、洗衣機、冷氣、熱水器、床、衣櫃、網路WiFi、天然瓦斯、沙發、桌椅,有,有,無,有,有,有,有,無,有,有,有,有,無,無,無,
5570,大同區_一樓臨路工作室_雙捷運_近大停車場_房東直租,大同區-民權西路160巷,24000,元/月,私人套房,,6坪,1F/15F,https://rent.591.com.tw/21612239,2026-07-18 00:00:06,2人,學生、上班族、家庭,25.0624125,121.5156799,冰箱、冷氣、熱水器、第四台、網路WiFi、天然瓦斯,有,無,無,有,有,無,無,有,有,有,無,無,無,無,無,
5571,世新大學旁套房(位地下室)-SYC6,文山區-試院路154巷1弄,4000,元/月,共用套房,,5坪,B1/4F,https://rent.591.com.tw/21517246,2026-07-18 00:00:06,2人,學生、上班族,24.9913970,121.5473110,冷氣、熱水器、床、衣櫃、第四台、網路WiFi、桌椅,無,無,無,有,有,有,有,有,有,無,無,有,無,無,無,
5572,捷運後山埤站/五分埔商圈/屋齡新高樓新裝潢景觀美4房,南港區-永吉路553巷,180000,元/月,整棟出租,4房2廳,66坪,23F/23F,https://rent.591.com.tw/21517224,2026-07-18 00:00:06,4人,上班族、家庭,25.0451540,121.5809320,冷氣、熱水器、衣櫃、天然瓦斯、陽台、電梯、車位,無,無,無,有,有,無,有,無,無,有,無,無,有,有,有,
5573,💎文山杜拜稀有3房+機械車位💎🍎央北團隊小鄭🍎,文山區-保儀路13巷,43500,元/月,整棟出租,3房2廳,19坪,2F/13F,https://rent.591.com.tw/21647954,2026-07-18 00:00:08,3人,學生、上班族、家庭,24.9890556,121.5694356,冰箱、冷氣、熱水器、天然瓦斯、桌椅、電梯、車位,有,無,無,有,有,無,無,無,無,有,無,有,無,有,有,
5574,近劍潭站/官方賴預約時間/詳情文宣說明,士林區-後港街28巷,9000,元/月,私人套房,,6坪,1F/7F,https://rent.591.com.tw/21650970,2026-07-18 00:00:08,2人,學生、上班族,25.0832513,121.5224454,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、桌椅、電梯,有,有,有,有,有,有,有,有,有,無,無,有,無,有,無,
5575,半年繳租金大優惠#中山新生北路#松江南京站x中山站商圈,中山區-新生北路二段31巷,13500,元/月,共用套房,,2坪,3F/5F,https://rent.591.com.tw/21517693,2026-07-18 00:00:08,1人,,25.0539547,121.5281912,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、天然瓦斯,有,有,有,有,有,有,有,有,有,有,無,,無,無,無,
5576,【租補】劍南路站/新整修大共用套房,中山區-北安路,14000,元/月,共用套房,,5坪,3F/4F,https://rent.591.com.tw/21650925,2026-07-18 00:00:08,1人,上班族,25.0850439,121.5503439,冰箱、洗衣機、冷氣、熱水器、床、衣櫃、網路WiFi、天然瓦斯、桌椅、陽台,有,有,無,有,有,有,有,無,有,有,無,有,有,無,無,
5577,🌈MRT象山🌈歐式裝潢3房採光機能好,信義區-信義路五段,160000,元/月,整棟出租,3房2廳,88.2坪,16F/27F,https://rent.591.com.tw/21650914,2026-07-18 00:00:08,3人,學生、上班族、家庭,25.0334861,121.5719604,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台、電梯、車位,有,有,有,有,有,有,有,無,無,有,有,有,有,有,有,
5578,中山站/獨立洗衣.垃圾代收.磁卡門禁管理,中山區-林森北路133巷,16000,元/月,私人套房,,6坪,3F/3F,https://rent.591.com.tw/21650916,2026-07-18 00:00:08,2人,學生、上班族、家庭,25.0510555,121.5254563,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、沙發、桌椅、電梯,有,有,有,有,有,有,有,有,有,無,有,有,無,有,無,
5579,捷運中山1分【優質租案】有電梯★警衛管理★獨洗衣機,中山區-南京西路,19999,元/月,私人套房,,6坪,13F/13F,https://rent.591.com.tw/21650903,2026-07-18 00:00:08,2人,學生、上班族、家庭,25.0522073,121.5218997,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、沙發、桌椅、電梯,有,有,有,有,有,有,有,有,有,無,有,有,無,有,無,
5580,古亭站/補助/共用套房限男/可短租,大安區-羅斯福路二段101巷,11000,元/月,共用套房,,4坪,4F/4F,https://rent.591.com.tw/21650902,2026-07-18 00:00:08,1人,學生、上班族,25.0247655,121.5254628,冰箱、洗衣機、冷氣、熱水器、床、衣櫃、網路WiFi、天然瓦斯、桌椅、陽台,有,有,無,有,有,有,有,無,有,有,無,有,有,無,無,
5581,🌈MRT象山🌈稀有釋出高樓景觀歐式風格,信義區-信義路五段,160000,元/月,整棟出租,3房2廳,88.2坪,16F/27F,https://rent.591.com.tw/21650898,2026-07-18 00:00:08,3人,學生、上班族、家庭,25.0334861,121.5719604,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台、電梯、車位,有,有,有,有,有,有,有,無,無,有,有,有,有,有,有,
5582,世新管院旁全家便利商店靜巷4樓頂加公寓分租套,文山區-木柵路一段89巷15弄12號,7000,元/月,共用套房,,5坪,4F/4F,https://rent.591.com.tw/21588413,2026-07-18 00:00:08,2人,學生、上班族,24.9875380,121.5465780,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、天然瓦斯、桌椅,有,有,有,有,有,有,有,有,有,有,無,有,無,無,無,
5583,文德雙捷運鄰近737巷公寓頂加優質套房可租補,內湖區-文德路7號,13000,元/月,共用套房,,8坪,頂樓加蓋/5F,https://rent.591.com.tw/21531290,2026-07-18 00:00:08,2人,學生、上班族,25.0786648,121.5798721,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、天然瓦斯、桌椅、陽台、車位,有,有,有,有,有,有,有,有,有,有,無,有,有,無,有,
5584,屋主💖可以租補助可遷戶藉💖台電💖新北投捷運景觀電梯套房,北投區-中山路47號,13000,元/月,私人套房,,10坪,4F/12F,https://rent.591.com.tw/21532467,2026-07-18 00:00:08,2人,,25.1379653,121.5109848,冰箱、洗衣機、冷氣、熱水器、床、衣櫃、沙發、桌椅、電梯、車位,有,有,無,有,有,有,有,無,無,無,有,有,無,有,有,
5585,近考試院景觀好通風佳,文山區-木柵路一段76巷12號,12100,元/月,私人套房,,4.9坪,3F/5F,https://rent.591.com.tw/21586847,2026-07-18 00:00:08,2人,學生、上班族,24.9870102,121.5513220,洗衣機、冷氣、熱水器、床、衣櫃、網路WiFi、桌椅、電梯,無,有,無,有,有,有,有,無,有,無,無,有,無,有,無,
5586,🌈芝山捷運站公寓三樓免爬高,士林區-德行西路111巷2弄,36000,元/月,整棟出租,3房2廳,30.8坪,3F/5F,https://rent.591.com.tw/21650821,2026-07-18 00:00:08,3人,學生、上班族、家庭,25.1043970,121.5208490,冰箱、洗衣機、冷氣、熱水器、床、衣櫃、天然瓦斯、桌椅、陽台,有,有,無,有,有,有,有,無,無,有,無,有,有,無,無,
5587,【月繳200元機車車位】近三立、麥當勞,內湖區-舊宗路一段135號,1000,元/月,車位,平面式,2.5坪,,https://rent.591.com.tw/21552457,2026-07-18 00:00:08,,,25.0598889,121.5784379,,,,,,,,,,,,,,,,,
5588,【平日月租招募】南港車站對面,南港區-市民大道八段,1800,元/月,車位,平面式,4坪,,https://rent.591.com.tw/21552452,2026-07-18 00:00:08,,,25.0537600,121.6064185,,,,,,,,,,,,,,,,,
5589,【平面大車位】近士東國小,士林區-中山北路六段312巷,4500,元/月,車位,平面式,4坪,,https://rent.591.com.tw/21560164,2026-07-18 00:00:08,,,25.1100206,121.5254940,,,,,,,,,,,,,,,,,
5590,🎈捷運劍潭站🎈士林夜市金鑽店面人潮多🎈速速來電,士林區-安平街,130000,元/月,其他,2房2廳,26.5坪,1F/4F,https://rent.591.com.tw/21650816,2026-07-18 00:00:08,2人,學生、上班族、家庭,25.0894537,121.5266602,天然瓦斯,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,
5591,科技大樓.大安捷運站電梯美宅含稅可入籍,大安區-和平東路三段1巷,45000,元/月,整棟出租,3房2廳,31.4坪,4F/15F,https://rent.591.com.tw/21609316,2026-07-18 00:00:08,3人,上班族、家庭,25.0283891,121.5474821,冷氣、熱水器、床、衣櫃、天然瓦斯、桌椅、陽台、電梯,無,無,無,有,有,有,有,無,無,有,無,有,有,有,無,
5592,大安捷運登峰大廈住辦含車位,大安區-復興南路一段342號,120000,元/月,整棟出租,開放式格局,29.5坪,3F/15F,https://rent.591.com.tw/21603631,2026-07-18 00:00:08,,學生、上班族、家庭,25.0351621,121.5425035,熱水器、天然瓦斯、電梯、車位,無,無,無,無,有,無,無,無,無,有,無,無,無,有,有,
5593,永春／松德路電梯精裝三房,信義區-松壽路83號,88800,元/月,整棟出租,3房2廳,32.1坪,6F/12F,https://rent.591.com.tw/21650764,2026-07-18 00:00:08,3人,學生、上班族、家庭,25.0360735,121.5682005,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台、電梯,有,有,有,有,有,有,有,無,無,有,有,有,有,有,無,
5594,信義區地下室獨立簡約套房,信義區-吳興街284巷36弄,8800,元/月,私人套房,,6坪,1F/7F,https://rent.591.com.tw/21650799,2026-07-18 00:00:08,2人,學生、上班族,25.0218280,121.5622300,冰箱、洗衣機、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、桌椅,有,有,無,有,有,有,有,有,有,無,無,有,無,無,無,
5595,士林大東路套房出租(限女學生),士林區-大東路131號,10500,元/月,共用套房,,5坪,2F/5F,https://rent.591.com.tw/21645145,2026-07-18 00:00:08,2人,學生,25.0917780,121.5253960,冰箱、洗衣機、冷氣、熱水器、床、衣櫃、網路WiFi、天然瓦斯、桌椅,有,有,無,有,有,有,有,無,有,有,無,有,無,無,無,
5596,絕對涼爽信義區地下室私人套房,信義區-吳興街284巷36弄,10000,元/月,私人套房,,6坪,1F/7F,https://rent.591.com.tw/21650756,2026-07-18 00:00:08,2人,學生、上班族,25.0218280,121.5622300,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、天然瓦斯、桌椅,有,有,有,有,有,有,有,有,有,有,無,有,無,無,無,
5597,靠近●景美夜市●景美捷運站●景美國小●景美國中●世新大學●,文山區-景興路300號,30000,元/月,整棟出租,1房1廳,22坪,25F/27F,https://rent.591.com.tw/21650729,2026-07-18 00:00:08,1人,學生、上班族、家庭,24.9896707,121.5429118,冰箱、洗衣機、熱水器、天然瓦斯、沙發、陽台、電梯,有,有,無,無,有,無,無,無,無,有,有,無,有,有,無,
5598,限租女/西湖站近內科整層女性/變頻冷氣2樓,內湖區-內湖路一段387巷2弄,12500,元/月,共用套房,,4.5坪,2F/5F,https://rent.591.com.tw/21567537,2026-07-18 00:00:08,2人,學生、上班族,25.0825643,121.5695692,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、桌椅,有,有,有,有,有,有,有,有,有,無,無,有,無,無,無,
5599,【免服務費】近北門💗獨洗、微波爐、飲水機,大同區-長安西路,16500,元/月,共用套房,,7.4坪,3F/4F,https://rent.591.com.tw/21650732,2026-07-18 00:00:08,2人,學生、上班族,25.0512560,121.5109631,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、桌椅,有,有,有,有,有,有,有,無,無,無,無,有,無,無,無,
5600,靠近夜市區超市公車站加油站電信局、什麼都方便,大安區-通化街173巷14號,13000,元/月,私人套房,,15坪,1F/2F,https://rent.591.com.tw/21650706,2026-07-18 00:00:08,2人,,25.0269763,121.5535104,冰箱、洗衣機、冷氣、熱水器、床、衣櫃、天然瓦斯、桌椅,有,有,無,有,有,有,有,無,無,有,無,有,無,無,無,
5601,國父紀念館共用套房（專用衞浴）,信義區-光復南路443巷,11500,元/月,共用套房,,7坪,2F/4F,https://rent.591.com.tw/21650705,2026-07-18 00:00:08,2人,學生、上班族,25.0354540,121.5580910,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、天然瓦斯、桌椅,有,有,有,有,有,有,有,有,有,有,無,有,無,無,無,
5602,大管家房屋/松江長春/重機車位出租,中山區-松江路170巷23號,3500,元/月,車位,平面式,8坪,,https://rent.591.com.tw/21537515,2026-07-18 00:00:08,,,25.0560585,121.5309769,,,,,,,,,,,,,,,,,
5603,花蓮市和平路福建廣東街全新複式透天私人套房拎包入住,文山區-木柵路四段,9000,元/月,整棟出租,3房2廳,10坪,5F/19F,https://rent.591.com.tw/21481800,2026-07-18 00:00:10,3人,學生、上班族、家庭,24.9995384,121.5758366,冰箱、洗衣機、電視、冷氣、熱水器、衣櫃、第四台、網路WiFi、天然瓦斯、桌椅、陽台、電梯,有,有,有,有,有,無,有,有,有,有,無,有,有,有,無,
5604,（可租補）出租六張犁或麟光捷運站附近的優質套房,大安區-樂業街159巷,15000,元/月,共用套房,,4坪,2F/4F,https://rent.591.com.tw/21574272,2026-07-18 00:00:10,2人,學生、上班族、家庭,25.0201109,121.5545879,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、網路WiFi、天然瓦斯、沙發、桌椅,有,有,有,有,有,有,有,無,有,有,有,有,無,無,無,
5605,西門町花漾大樓，屋頂挑高，樓中樓，有電梯，熱門地段(仲介勿擾,萬華區-峨眉街100號,32000,元/月,整棟出租,開放式格局,22坪,6F/11F,https://rent.591.com.tw/21558160,2026-07-18 00:00:10,,學生、上班族、家庭,25.0450853,121.5041489,冰箱、洗衣機、冷氣、熱水器、床、衣櫃、網路WiFi、天然瓦斯、沙發、桌椅、電梯,有,有,無,有,有,有,有,無,有,有,有,有,無,有,無,
5606,美樂~信義安和站~遠企商圈~採光平面4房2衛~可租補~有管理,大安區-安和路二段171巷,64999,元/月,整棟出租,4房2廳,44.8坪,3F/7F,https://rent.591.com.tw/21607670,2026-07-18 00:00:10,4人,學生、上班族、家庭,25.0281250,121.5506290,冰箱、洗衣機、冷氣、熱水器、床、衣櫃、天然瓦斯、桌椅、陽台、電梯,有,有,無,有,有,有,有,無,無,有,無,有,有,有,無,
5607,美樂~晴光商圈~泳池社區~物業管理~精緻一房~有陽台~近捷運,中山區-農安街,34800,元/月,整棟出租,1房1廳,15.2坪,11F/14F,https://rent.591.com.tw/21593639,2026-07-18 00:00:10,1人,學生、上班族、家庭,25.0649360,121.5223760,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、沙發、桌椅、陽台、電梯,有,有,有,有,有,有,有,無,無,無,有,有,有,有,無,
5608,美樂~小巨蛋商圈~松山電梯~獨立門牌採光好~可租補,松山區-南京東路三段335巷,23999,元/月,私人套房,,10.3坪,6F/7F,https://rent.591.com.tw/21552572,2026-07-18 00:00:10,2人,學生、上班族、家庭,25.0530966,121.5475014,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、沙發、桌椅、電梯,有,有,有,有,有,有,有,無,無,無,有,有,無,有,無,
5609,美樂~市府站~採光電梯一房~近捷運~誠可議~台水電~物業管理,信義區-忠孝東路五段71巷12弄,29999,元/月,整棟出租,1房1廳,9.7坪,2F/7F,https://rent.591.com.tw/21444445,2026-07-18 00:00:10,1人,學生、上班族、家庭,25.0419431,121.5662098,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、沙發、電梯,有,有,有,有,有,有,有,無,無,無,有,,無,有,無,
5610,美樂~忠孝新生站~全新首租~高樓景觀2房~光華商圈~1年新屋,大安區-市民大道三段,39500,元/月,整棟出租,2房1廳,9.7坪,9F/13F,https://rent.591.com.tw/21633960,2026-07-18 00:00:10,2人,學生、上班族、家庭,25.0445629,121.5328446,洗衣機、冷氣、熱水器、床、天然瓦斯、沙發、陽台、電梯、車位,無,有,無,有,有,有,無,無,無,有,有,無,有,有,有,
5611,美樂~松山雙鐵站~高樓景觀3+1房~雙衛浴~有陽台~機能強,松山區-八德路四段,75000,元/月,整棟出租,3房2廳,27.7坪,12F/13F,https://rent.591.com.tw/21628672,2026-07-18 00:00:10,3人,學生、上班族、家庭,25.0497818,121.5710800,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台、車位,有,有,有,有,有,有,有,無,無,有,有,有,有,無,有,
5612,美樂~饒河商圈~漂亮一房~物業管理~機能強~近捷運~,松山區-八德路四段,30000,元/月,整棟出租,1房1廳,14.4坪,4F/13F,https://rent.591.com.tw/21589023,2026-07-18 00:00:10,1人,學生、上班族、家庭,25.0499718,121.5747982,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、沙發、桌椅、電梯,有,有,有,有,有,有,有,無,無,無,有,有,無,有,無,
5613,美樂~大安站~漂亮2+1房~可住可辦~近捷運~機能強~寵可談,大安區-信義路三段,45000,元/月,整棟出租,2房1廳,18坪,8F/12F,https://rent.591.com.tw/21588744,2026-07-18 00:00:10,2人,學生、上班族、家庭,25.0332018,121.5433359,冰箱、洗衣機、冷氣、熱水器、天然瓦斯、桌椅、陽台、電梯,有,有,無,有,有,無,無,無,無,有,無,有,有,有,無,
5614,美樂~大安站~6年新屋~採光精緻一房~機能強~含管理費,大安區-復興南路二段,31999,元/月,整棟出租,1房1廳,11.4坪,3F/15F,https://rent.591.com.tw/21527446,2026-07-18 00:00:10,1人,學生、上班族、家庭,25.0309574,121.5436468,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、桌椅、電梯,有,有,有,有,有,有,有,無,無,無,無,有,無,有,無,
5615,美樂~劍南路站~美麗華商圈~景觀精緻一房~有陽台~採光佳,中山區-北安路,29999,元/月,整棟出租,1房1廳,12.6坪,2F/14F,https://rent.591.com.tw/21634173,2026-07-18 00:00:10,1人,學生、上班族、家庭,25.0847438,121.5571117,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、沙發、陽台、電梯、車位,有,有,有,有,有,有,有,無,無,無,有,無,有,有,有,
5616,美樂~國父紀念館站~使用大空間~住辦皆可~可租補報稅~機能強,信義區-仁愛路四段496巷,44999,元/月,整棟出租,1房2廳,34.2坪,7F/7F,https://rent.591.com.tw/21470770,2026-07-18 00:00:10,1人,學生、上班族、家庭,25.0377964,121.5601763,冷氣、熱水器、天然瓦斯、電梯,無,無,無,有,有,無,無,無,無,有,無,無,無,有,無,
5617,美樂~忠孝新生站~近北科大~採光2房~近捷運~全天管理~,大安區-建國南路一段,48999,元/月,整棟出租,2房2廳,19.4坪,7F/15F,https://rent.591.com.tw/21548807,2026-07-18 00:00:10,2人,學生、上班族、家庭,25.0441495,121.5362710,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台、電梯,有,有,有,有,有,有,有,無,無,有,有,有,有,有,無,
5618,美樂~高樓景觀~大面採光3房~物業管理~平車可租~泳池社區~,士林區-延平北路六段,56000,元/月,整棟出租,3房2廳,53.8坪,11F/11F,https://rent.591.com.tw/21523385,2026-07-18 00:00:10,3人,學生、上班族、家庭,25.0902849,121.5065008,冷氣、熱水器、衣櫃、天然瓦斯、陽台、電梯,無,無,無,有,有,無,有,無,無,有,無,無,有,有,無,
5619,美樂~六張犁站~稀有釋出電梯3房雙衛~機能強~可租補可寵物,大安區-安和路二段217巷,58999,元/月,整棟出租,3房2廳,34.9坪,4F/6F,https://rent.591.com.tw/21429820,2026-07-18 00:00:10,3人,學生、上班族、家庭,25.0257370,121.5506510,冰箱、洗衣機、冷氣、熱水器、衣櫃、天然瓦斯、沙發、桌椅、電梯,有,有,無,有,有,無,有,無,無,有,有,有,無,有,無,
5620,美樂~松江南京站~漂亮1+1房~寵物友善~近捷運~7年新屋~,中山區-松江路133巷,61999,元/月,整棟出租,1房1廳,31坪,2F/11F,https://rent.591.com.tw/21648903,2026-07-18 00:00:10,1人,學生、上班族、家庭,25.0543370,121.5337682,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、電梯,有,有,有,有,有,有,有,無,無,有,有,有,無,有,無,
5621,港墘捷運共用套房,內湖區-港華街107巷,8500,元/月,共用套房,,3坪,3F/4F,https://rent.591.com.tw/21528534,2026-07-18 00:00:10,2人,學生、上班族、家庭,25.0841778,121.5737066,冰箱、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、桌椅,有,無,有,有,有,有,有,無,無,有,無,有,無,無,無,
5622,美樂~辛亥站~溫馨裝潢新兩房~可入籍~辛亥國小~有陽台,文山區-辛亥路四段77巷,41999,元/月,整棟出租,2房2廳,20.2坪,8F/11F,https://rent.591.com.tw/21428630,2026-07-18 00:00:10,2人,學生、上班族、家庭,25.0068058,121.5586458,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台、電梯,有,有,有,有,有,有,有,無,無,有,有,有,有,有,無,
5623,美樂~世貿101~電梯正2房~採光佳~機能強~有陽台~,信義區-基隆路一段380巷,36999,元/月,整棟出租,2房2廳,26.4坪,6F/12F,https://rent.591.com.tw/21643197,2026-07-18 00:00:10,2人,學生、上班族、家庭,25.0351993,121.5588184,冷氣、熱水器、衣櫃、天然瓦斯、陽台、電梯,無,無,無,有,有,無,有,無,無,有,無,無,有,有,無,
5624,美樂~大安站~質感3房2衛~雙陽台~社區管理~寵物可談近捷運,大安區-復興南路二段,72000,元/月,整棟出租,3房2廳,36.4坪,5F/16F,https://rent.591.com.tw/21527405,2026-07-18 00:00:10,3人,學生、上班族、家庭,25.0310450,121.5433320,冰箱、洗衣機、冷氣、熱水器、衣櫃、天然瓦斯、陽台、電梯,有,有,無,有,有,無,有,無,無,有,無,無,有,有,無,
5625,美樂~信義計畫區~象山站~高樓採光~平面大一房~泳池社區~,信義區-信義路五段,52999,元/月,整棟出租,1房1廳,27.8坪,13F/19F,https://rent.591.com.tw/21337278,2026-07-18 00:00:10,1人,學生、上班族、家庭,25.0340920,121.5741680,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、陽台、電梯、車位,有,有,有,有,有,有,有,無,無,有,有,,有,有,有,
5626,美樂~南西商圈~高樓平面兩房~精緻裝潢~有陽台~機能絕佳,中山區-南京西路,45999,元/月,整棟出租,2房2廳,20.5坪,8F/12F,https://rent.591.com.tw/21468352,2026-07-18 00:00:10,2人,學生、上班族、家庭,25.0522073,121.5218997,冰箱、洗衣機、冷氣、熱水器、衣櫃、天然瓦斯、桌椅、陽台、電梯,有,有,無,有,有,無,有,無,無,有,無,有,有,有,無,
5627,(含水電網路)內科走路上班，可租補,內湖區-內湖路一段411巷,13800,元/月,共用套房,,7坪,4F/4F,https://rent.591.com.tw/21651988,2026-07-18 00:00:10,1人,上班族,25.0842871,121.5709573,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、天然瓦斯、沙發、桌椅、陽台,有,有,有,有,有,有,有,有,有,有,有,有,有,無,無,
5628,美樂~東門永康商圈~漂亮裝潢2房雙衛~公園綠茵~優質住宅,大安區-永康街,65999,元/月,整棟出租,2房1廳,29.7坪,4F/12F,https://rent.591.com.tw/21639727,2026-07-18 00:00:10,2人,學生、上班族、家庭,25.0287223,121.5296502,冰箱、洗衣機、電視、冷氣、熱水器、床、沙發、桌椅、電梯、車位,有,有,有,有,有,有,無,無,無,無,有,有,無,有,有,
5629,美樂~東門商圈~稀有釋出~高樓3房景觀雙衛~一層一戶~近捷運,中正區-杭州南路一段,77999,元/月,整棟出租,3房2廳,45坪,11F/12F,https://rent.591.com.tw/21603486,2026-07-18 00:00:10,3人,學生、上班族、家庭,25.0379281,121.5256733,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台、電梯、車位,有,有,有,有,有,有,有,無,無,有,有,有,有,有,有,
5630,美樂~小巨蛋商圈~空屋3房2衛大空間~物業管理~機能強,松山區-南京東路四段,80000,元/月,整棟出租,3房2廳,54.9坪,5F/15F,https://rent.591.com.tw/21609107,2026-07-18 00:00:10,3人,學生、上班族、家庭,25.0521262,121.5553582,洗衣機、冷氣、熱水器、衣櫃、天然瓦斯、陽台、電梯、車位,無,有,無,有,有,無,有,無,無,有,無,無,有,有,有,
5631,美樂~南港站~2+1房~設計裝潢~社區管理~含平車~機能優,南港區-南港路二段38巷,65000,元/月,整棟出租,3房2廳,36.6坪,11F/12F,https://rent.591.com.tw/21651841,2026-07-18 00:00:10,3人,學生、上班族、家庭,25.0542183,121.6043309,冰箱、電視、冷氣、熱水器、天然瓦斯、陽台、電梯、車位,有,無,有,有,有,無,無,無,無,有,無,無,有,有,有,
5632,美樂~南港展覽館站~漂亮裝潢~高樓採光3房~平車可租,南港區-研究院路一段,67999,元/月,整棟出租,3房2廳,37.7坪,15F/18F,https://rent.591.com.tw/21553158,2026-07-18 00:00:11,3人,學生、上班族、家庭,25.0521968,121.6161844,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台、電梯,有,有,有,有,有,有,有,無,無,有,有,有,有,有,無,
5633,美樂～南軟站~全新首租~高樓層採光3房2衛~新屋齡~近漢來,南港區-港東街,60000,元/月,整棟出租,3房2廳,32.3坪,10F/10F,https://rent.591.com.tw/21565595,2026-07-18 00:00:11,3人,學生、上班族、家庭,25.0557961,121.6201933,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台、電梯、車位,有,有,有,有,有,有,有,無,無,有,有,有,有,有,有,
5634,美樂~信義安和MRT~正三房兩衛~使用空間大~採光機能強~,大安區-敦化南路二段81巷,66000,元/月,整棟出租,3房2廳,51.1坪,7F/7F,https://rent.591.com.tw/21525236,2026-07-18 00:00:11,3人,學生、上班族、家庭,25.0310605,121.5515246,冷氣、熱水器、天然瓦斯、陽台、電梯,無,無,無,有,有,無,無,無,無,有,無,無,有,有,無,
